address,description,id,neighborhood,price,title,toWork,url
No Address,"Internet Ready!2 Bthrms!Privat & huge closet..call me to schedule appt (e flatbush)  For female only. ..sorry guys  I have 2 Super Private, Clean, Furnished & All Utils are included  Im am not a broker I do not have any other rooms. Besides the rooms in my home  I love hih hop, classic, reggae, rock...all kinds of music, watching/playing basketball, traveling/backpacking   For female professional only  Hey...im sorry. .Please text me. .I can't keep up with the calls  For cool female who pays her rent on time. I do not ask for additional money. Im asking 125 per week and the Rent includes all utilities cable and wireless Internet.  I do not want to be looking long so if your a person with a nice personality and i can relate to you .flexibility with the price is not a problem. Price can be negotiable for deserving person  Single room opportunity for 1 female person only  No kids no animals no couples  show contact info  I have 2 very nice large & medium-sized room available in my 2 bedroom apartment. ..ive already furnished it with the basics that you would need...a full size bed, 32 flatscreen tv, lamp, mirror, small recliner chair , small refrigerator.   I also have comforters and sheets if you need. Im looking to find someone as soon as possible as i don't have allot of free time to be home to meet.   Im available today , if ur a person in need of a nice place to stay immediately feel free to call me.   Im a guy and I prefer to have females as roommate. So please no guys",5265319497,No Address,500,"room for cool personality female has real good vibes. Must love music,",,https://newyork.craigslist.org/brk/roo/5265319497.html
No Address,"Internet Ready!2 Bthrms!Privat & huge closet..call me to schedule appt (e flatbush)  For female only. ..sorry guys  I have 2 Super Private, Clean, Furnished & All Utils are included  Im am not a broker I do not have any other rooms. Besides the rooms in my home  I love hih hop, classic, reggae, rock...all kinds of music, watching/playing basketball, traveling/backpacking   For female professional only  Hey...im sorry. .Please text me. .I can't keep up with the calls  For cool female who pays her rent on time. I do not ask for additional money. Im asking 125 per week and the Rent includes all utilities cable and wireless Internet.  I do not want to be looking long so if your a person with a nice personality and i can relate to you .flexibility with the price is not a problem. Price can be negotiable for deserving person  Single room opportunity for 1 female person only  No kids no animals no couples  show contact info  I have 2 very nice large & medium-sized room available in my 2 bedroom apartment. ..ive already furnished it with the basics that you would need...a full size bed, 32 flatscreen tv, lamp, mirror, small recliner chair , small refrigerator.   I also have comforters and sheets if you need. Im looking to find someone as soon as possible as i don't have allot of free time to be home to meet.   Im available today , if ur a person in need of a nice place to stay immediately feel free to call me.   Im a guy and I prefer to have females as roommate. So please no guys",5265320986,No Address,500,"room for cool personality female has real good vibes. Must love music,",,https://newyork.craigslist.org/brk/roo/5265320986.html
No Address,"1 week deposit to move in....but no deposit is possible if ur cool like that. Please no older than 25 26   125 / 150 & 175 weekly. .I have only considering person s looking to move immediately.  Im a male..I do not want a male as a roommate .   Please don't call me.   For female only. .  Company is fine   Smoking in your room is fine  Come or stay home as u need.   No couples tho..dat includes girl couples. .lol..just to be clear. A couple is a dubb im located in east flatbush Brooklyn on 2 3 4 5 A Train lines   Text because im not speaking with anyone unless they are stopping by after 530   Hi...ill be free tonight til 10tonight..if ur still considering rooms. Just let me know what time between 7 and 10tonight. ..also im free tomorrow..but it'll probably be the same time about. .thank   Im located in east flatbush 10 minutes from Utica Avenue Crown Heights   ALL Utilities included. .no extra cost .   Simply pay me 125$ or 150 per week. .or 250 & 300 bi weekly. .I can be flexible and work with you  im free today after 6. ..if time permits you. Feel free to call me or text me after6..thanks show contact info ..Text because im not speaking with anyone unless they are stopping by after 530..ill be free tonight til 10tonight..  ) AS LONG AS YOU PAY YOUR RENT RESPONSIBLY & ON TIME WHILE YOUR HERE  im free today after 6. .. show contact info   For female who can provide proof u are financially stable enough to pay the weekly rent with no hardships. .  No couples. ..company is fine no kids no 2 females in one room..single occupation only no animals no pets Female only. ....im a guy and I do not feel comfortable with men as roommates..  no alternative type of people. ..regular normal cool smo tolerant or friendly female who is social..id like to have a cool good vibe with my roommate s ...however we will all give each other privacy and space m  I have 2 very comfortable , spacious & furnished rooms.  Perfect for persons with no furniture. both rooms are furnished but if you have your own furniture I can remove my furniture out  125 / 150 but flexible  Both are pretty big with full size bed tv lamp night table mini fridge .nice clean all da basics....minus sheets   Text because im not speaking with anyone unless they are stopping by after 5 when im free   Im located in east flatbush 10 minutes from Utica Avenue Crown Heights train lines  ) AS LONG AS YOU PAY YOUR RENT RESPONSIBLY & ON TIME WHILE YOUR HERE  Hi just letting you know im free today after 6. ..if time permits you. Feel free to call me or text me after6..thanks show contact info . rooms. I ask 1week deposit plus first week. ..I can be negotiable tho. .but only considering person s looking to move immediately ... I'm going to be free anytime after 5 ....da latest 530..ill be home for the night until probably 830 or 9...fyi...im located in east flatbush Brooklyn.I'm on kings highway between avenue d and clarendon road ea",5265377379,No Address,120,1 week deposit to move in....but no deposit is possible if ur cool lik,,https://newyork.craigslist.org/brk/roo/5265377379.html
No Address,"Utica Avenue Crown Heights Subway Station.   When u text me.. make sure to mention you are contacting me about my ROOM OFFER  Text because im not speaking with anyone unless they are stopping by immediately   I'm 25 year old cool down to  earth  guy who is  drama free. Mind my business.  I don't  mind  ur business. I love music  movies.  I love  creating  my own music  n video s as well...soon plays as well  Please  no older  than me due to the fact  I'd better relate with my peers..also I play my music  and video  games  pretty  loud when I'm relaxing n maxing...lol...  Internet Ready!2 Bthrms!Privat & huge closet..call me to schedule appt (e flatbush)   For female only. ..sorry guys  I have 2 Super Private, Clean, Furnished & All Utils are included  Im am not a broker I do not have any other rooms. Besides the rooms in my home   I love hih hop, .just looking for a cool a$$ roommate to share my easy going relaxed home.  OPEN HOUSE TODAY ...until this weekend. .. FOR PERSONS WHO MAY BE LOOKING TO MOVE RIGHT AWAY.   Im available today after 630  i have 2 big rooms for rent. they are both furnished. all utilities are included.  ..SORRY QUIET SEEKEKRS....  I play my music loud at any given time  Im not living with my parents so please people who need quiet all the time. ..my place is not a good fit for YOU. Please don't call  For the cool  Twenty friendly persons...hit me up...if ur a person that likes to be a loner dis not 4u either  Rent includes all utilities cable and wireless Internet. Close to all.    Female only  Please  no older  than me due to the fact  I'd better relate with my peers..also I play my music  and video  games  pretty  loud when I'm relaxing n maxing...lol...  Please  please  no noise sensitive  people  nor people  who  are  not  xo = friendly. No regular. Smh lol....   Females only 18-25 years old.    This offer is for females only. Both bedrooms are very large furnished with a bed , dresser , t.v. and radio. Un-employed is not a problem  show contact info ...I'm ready when you are. Furnished room for awesome female   1 week deposit to move in....but no deposit is possible if ur cool like that. Please no older than 25 26   125 / 150 & 175 weekly. .I have only considering person s looking to move immediately.  Im a male..I do not want a male as a roommate .   Please don't call me.   For female only. .  Company is fine   Smoking in your room is fine  Come or stay home as u need.   No couples tho..dat includes girl couples. .lol..just to be clear. A couple is a dubb im located in east flatbush Brooklyn on 2 3 4 5 A Train lines   Text because im not speaking with anyone unless they are stopping by after 530   Hi...ill be free tonight til 10tonight..if ur still considering rooms. Just let me know what time between 7 and 10tonight. ..also im free tomorrow..but it'll probably be the same time about. .thank   Im located in east flatbush 10 minutes from Utica Avenue Crown Heights   ALL Utilities included. .no extra cost .   Simply pay me 125$ or 150 per week. .or 250 & 300 bi weekly. .I can be flexible and work with you  im free today after 6. ..if time permits you. Feel free to call me or text me after6..thanks show contact info ..Text because im not speaking with anyone unless they are stopping by after 530..ill be free tonight til 10tonight..  ) AS LONG AS YOU PAY YOUR RENT RESPONSIBLY & ON TIME WHILE YOUR HERE  im free today after 6. .. show contact info   For female who can provide proof u are financially stable enough to pay the weekly rent with no hardships. .  No couples. ..company is fine no kids no 2 females in one room..single occupation only no animals no pets Female only. ....im a guy and I do not feel comfortable with men as roommates..  no alternative type of people. ..regular normal cool smo tolerant or friendly female who is social..id like to have a cool good vibe with my roommate s ...however we will all give each other privacy and space m  I have 2 very comfortable , spacious & furnished rooms.  Perfect for persons with no furniture. both rooms are furnished but if you have your own furniture I can remove my furniture out  125 / 150 but flexible  Both are pretty big with full size bed tv lamp night table mini fridge .nice clean all da basics....minus sheets   Text because im not speaking with anyone unless they are stopping by after 5 when im free   Im located in east flatbush 10 minutes from Utica Avenue Crown Heights train lines  ) AS LONG AS YOU PAY YOUR RENT RESPONSIBLY & ON TIME WHILE YOUR HERE  Hi just letting you know im free today after 6. ..if time permits you. Feel free to call me or text me after6..thanks show contact info . rooms. I ask 1week deposit plus first week. ..I can be negotiable tho. .but only considering person s looking to move immediately ... I'm going to be free anytime after 5 ....da latest 530..ill be home for the night until probably 830 or 9...fyi...im located in east flatbush Brooklyn.I'm on kings highway between avenue d and clarendon road ea  williamsburg, canarsie, mill basin, parkslope, flatbush e flatbush, brooklyn heights, bushwick, bedstuy, east new york, e new york,  b6 b7 b8 b11 b46 b47 b35, b12, b25, b17 buses.  2 train, 3 train, 4 train, 5 train, 6 train, 7 train, A Train, B Train, C Train, DTrain, L Train, Q Train, R Train, N Train, J Train = trains Call me anytime .",5265376632,25mins to Union Square via 4 Train,500,OPEN HOUSE ....IM FREE TODAY AT 530PM UNTIL TONIGHT,,https://newyork.craigslist.org/brk/roo/5265376632.html
No Address,"Internet Ready!2 Bthrms!Privat & huge closet..call me to schedule appt (e flatbush)  For female only. ..sorry guys  I have 2 Super Private, Clean, Furnished & All Utils are included  Im am not a broker I do not have any other rooms. Besides the rooms in my home  I love hih hop, classic, reggae, rock...all kinds of music, watching/playing basketball, traveling/backpacking   For female professional only  Hey...im sorry. .Please text me. .I can't keep up with the calls  For cool female who pays her rent on time. I do not ask for additional money. Im asking 125 per week and the Rent includes all utilities cable and wireless Internet.  I do not want to be looking long so if your a person with a nice personality and i can relate to you .flexibility with the price is not a problem. Price can be negotiable for deserving person  Single room opportunity for 1 female person only  No kids no animals no couples  show contact info  I have 2 very nice large & medium-sized room available in my 2 bedroom apartment. ..ive already furnished it with the basics that you would need...a full size bed, 32 flatscreen tv, lamp, mirror, small recliner chair , small refrigerator.   I also have comforters and sheets if you need. Im looking to find someone as soon as possible as i don't have allot of free time to be home to meet.   Im available today , if ur a person in need of a nice place to stay immediately feel free to call me.   Im a guy and I prefer to have females as roommate. So please no guys",5265376307,Plz no brokers..text or call,500,"room for cool personality female has real good vibes. Must love music,",,https://newyork.craigslist.org/brk/roo/5265376307.html
No Address,"Internet Ready!2 Bthrms!Privat & huge closet..call me to schedule appt (e flatbush)  For female only. ..sorry guys  I have 2 Super Private, Clean, Furnished & All Utils are included  Im am not a broker I do not have any other rooms. Besides the rooms in my home  I love hih hop, classic, reggae, rock...all kinds of music, watching/playing basketball, traveling/backpacking   For female professional only  Hey...im sorry. .Please text me. .I can't keep up with the calls  For cool female who pays her rent on time. I do not ask for additional money. Im asking 125 per week and the Rent includes all utilities cable and wireless Internet.  I do not want to be looking long so if your a person with a nice personality and i can relate to you .flexibility with the price is not a problem. Price can be negotiable for deserving person  Single room opportunity for 1 female person only  No kids no animals no couples  show contact info  I have 2 very nice large & medium-sized room available in my 2 bedroom apartment. ..ive already furnished it with the basics that you would need...a full size bed, 32 flatscreen tv, lamp, mirror, small recliner chair , small refrigerator.   I also have comforters and sheets if you need. Im looking to find someone as soon as possible as i don't have allot of free time to be home to meet.   Im available today , if ur a person in need of a nice place to stay immediately feel free to call me.   Im a guy and I prefer to have females as roommate. So please no guys",5265375918,No Address,500,"room for cool personality female has real good vibes. Must love music,",,https://newyork.craigslist.org/brk/roo/5265375918.html
No Address,"Internet Ready!2 Bthrms!Privat & huge closet..call me to schedule appt (e flatbush)  For female only. ..sorry guys  I have 2 Super Private, Clean, Furnished & All Utils are included  Im am not a broker I do not have any other rooms. Besides the rooms in my home  I love hih hop, classic, reggae, rock...all kinds of music, watching/playing basketball, traveling/backpacking   For female professional only  Hey...im sorry. .Please text me. .I can't keep up with the calls  For cool female who pays her rent on time. I do not ask for additional money. Im asking 125 per week and the Rent includes all utilities cable and wireless Internet.  I do not want to be looking long so if your a person with a nice personality and i can relate to you .flexibility with the price is not a problem. Price can be negotiable for deserving person  Single room opportunity for 1 female person only  No kids no animals no couples  show contact info  I have 2 very nice large & medium-sized room available in my 2 bedroom apartment. ..ive already furnished it with the basics that you would need...a full size bed, 32 flatscreen tv, lamp, mirror, small recliner chair , small refrigerator.   I also have comforters and sheets if you need. Im looking to find someone as soon as possible as i don't have allot of free time to be home to meet.   Im available today , if ur a person in need of a nice place to stay immediately feel free to call me.   Im a guy and I prefer to have females as roommate. So please no guys",5265492713,No Address,500,special today if u simple person no baggage no drama,,https://newyork.craigslist.org/brk/roo/5265492713.html
No Address,"Female only  YES. IM OFFERING A FREE  ROOM     in exchange for you helping out around the house   I need help  with answering  questions from  buyers  calling  me. I need  help  with  people  emailing  me. I Need help with  making  phone  calls.  I need  help  with  setting  up  appointments. I need  someone to help me  to stay updated  on  my  own personal  appointments  as well.   Please  please  no noise sensitive  people  nor people  who  are  not  xo = friendly. No regular. Smh lol....    This offer is for females only. The bedroom is very large furnished with a bed , dresser , t.v. and radio. Un-employed is not a problem  . Just have plenty of free time and not a heavy drug user.   Furnshied room available for female only in exchange in houskeeing and light office work...job from 9am to 2pm four days a week plus small salary we can work out",5265496347,25mins to Union Square via 4 Train,500,special today if u simple person no baggage no dramap,,https://newyork.craigslist.org/brk/roo/5265496347.html
No Address,"Internet Ready!2 Bthrms!Privat & huge closet..call me to schedule appt (e flatbush)  For female only. ..sorry guys  I have 2 Super Private, Clean, Furnished & All Utils are included  Im am not a broker I do not have any other rooms. Besides the rooms in my home  I love hih hop, classic, reggae, rock...all kinds of music, watching/playing basketball, traveling/backpacking   For female professional only  Hey...im sorry. .Please text me. .I can't keep up with the calls  For cool female who pays her rent on time. I do not ask for additional money. Im asking 125 per week and the Rent includes all utilities cable and wireless Internet.  I do not want to be looking long so if your a person with a nice personality and i can relate to you .flexibility with the price is not a problem. Price can be negotiable for deserving person  Single room opportunity for 1 female person only  No kids no animals no couples  show contact info  I have 2 very nice large & medium-sized room available in my 2 bedroom apartment. ..ive already furnished it with the basics that you would need...a full size bed, 32 flatscreen tv, lamp, mirror, small recliner chair , small refrigerator.   I also have comforters and sheets if you need. Im looking to find someone as soon as possible as i don't have allot of free time to be home to meet.   Im available today , if ur a person in need of a nice place to stay immediately feel free to call me.   Im a guy and I prefer to have females as roommate. So please no guys",5265496645,25mins to Union Square via 4 Train,500,special today if u simple person no baggage no dramap,,https://newyork.craigslist.org/brk/roo/5265496645.html
No Address,"Internet Ready!2 Bthrms!Privat & huge closet..call me to schedule appt (e flatbush)  For female only. ..sorry guys  I have 2 Super Private, Clean, Furnished & All Utils are included  Im am not a broker I do not have any other rooms. Besides the rooms in my home  I love hih hop, classic, reggae, rock...all kinds of music, watching/playing basketball, traveling/backpacking   For female professional only  Hey...im sorry. .Please text me. .I can't keep up with the calls  For cool female who pays her rent on time. I do not ask for additional money. Im asking 125 per week and the Rent includes all utilities cable and wireless Internet.  I do not want to be looking long so if your a person with a nice personality and i can relate to you .flexibility with the price is not a problem. Price can be negotiable for deserving person  Single room opportunity for 1 female person only  No kids no animals no couples  show contact info  I have 2 very nice large & medium-sized room available in my 2 bedroom apartment. ..ive already furnished it with the basics that you would need...a full size bed, 32 flatscreen tv, lamp, mirror, small recliner chair , small refrigerator.   I also have comforters and sheets if you need. Im looking to find someone as soon as possible as i don't have allot of free time to be home to meet.   Im available today , if ur a person in need of a nice place to stay immediately feel free to call me.   Im a guy and I prefer to have females as roommate. So please no guys",5265490966,juniors / pace / nevins st,500,special today if u simple person no baggage no dramap,,https://newyork.craigslist.org/brk/roo/5265490966.html
No Address,"4th Floor Room Ad  Steps in the process:  1-Criminal background check & credit report. ($30) 2-See the room and meet prospective roommates. 3-Income verification (at least 2 times the monthly rent). 4-Former landlord/roommate interview and references check. 5-Pay $750 1st month + $250 security deposit= $1000 total.  6-Sign a month to month lease. (Rent payment due on the 1st) 7-Then you will receive the keys to the apartment and front door.  Responsible, respectful, working professional wanted. Single male preferred. Others will be considered. Absolutely, no pets, no drugs, no smoking, & no loud noises. Two bedroom, 1 bath, 4th floor, no elevator, apartment to share. Consistent cleanliness is a must of the bathroom and kitchen. Living room use will be allowed. However, it will be restricted.  1 queen size bed, 1 night stands, 1 lamp. 1 dresser with mirror, flat screen TV w/stand. 1 closet with shelve space within room. Electricity, water, gas, & internet included. 1 bathroom to share, 5 feet away from room. 1 kitchen to share, 20 feet away from room. B43, B44. 2,3,4,5 train within a 5 block radius.  **Jason is a licensed real estate professional.** **Roommates are a female and her 6 month old**",5243713951,Montgomery & New York,750,"Everything Included - Fully Furnished Room, Utilities, & WIFI",,https://newyork.craigslist.org/brk/roo/5243713951.html
No Address,"4th Floor Room Ad  Steps in the process:  1-Criminal background check & credit report. ($30) 2-See the room and meet prospective roommates. 3-Income verification (at least 2 times the monthly rent). 4-Former landlord/roommate interview and references check. 5-Pay $750 1st month + $250 security deposit= $1000 total.  6-Sign a month to month lease. (Rent payment due on the 1st) 7-Then you will receive the keys to the apartment and front door.  Responsible, respectful, working professional wanted. Single male preferred. Others will be considered. Absolutely, no pets, no drugs, no smoking, & no loud noises. Two bedroom, 1 bath, 4th floor, no elevator, apartment to share. Consistent cleanliness is a must of the bathroom and kitchen. Living room use will be allowed. However, it will be restricted.  1 queen size bed, 1 night stands, 1 lamp. 1 dresser with mirror, flat screen TV w/stand. 1 closet with shelve space within room. Electricity, water, gas, & internet included. 1 bathroom to share, 5 feet away from room. 1 kitchen to share, 20 feet away from room. B43, B44. 2,3,4,5 train within a 5 block radius.  **Jason is a licensed real estate professional.** **Roommates are a female and her 6 month old**",5243714277,Montgomery & New York,750,"Everything Included - Fully Furnished Room, Utilities, & WIFI",,https://newyork.craigslist.org/brk/roo/5243714277.html
No Address,"4th Floor Room Ad  Steps in the process:  1-Criminal background check & credit report. ($30) 2-See the room and meet prospective roommates. 3-Income verification (at least 2 times the monthly rent). 4-Former landlord/roommate interview and references check. 5-Pay $750 1st month + $250 security deposit= $1000 total.  6-Sign a month to month lease. (Rent payment due on the 1st) 7-Then you will receive the keys to the apartment and front door.  Responsible, respectful, working professional wanted. Single male preferred. Others will be considered. Absolutely, no pets, no drugs, no smoking, & no loud noises. Two bedroom, 1 bath, 4th floor, no elevator, apartment to share. Consistent cleanliness is a must of the bathroom and kitchen. Living room use will be allowed. However, it will be restricted.  1 queen size bed, 1 night stands, 1 lamp. 1 dresser with mirror, flat screen TV w/stand. 1 closet with shelve space within room. Electricity, water, gas, & internet included. 1 bathroom to share, 5 feet away from room. 1 kitchen to share, 20 feet away from room. B43, B44. 2,3,4,5 train within a 5 block radius.  **Jason is a licensed real estate professional.** **Roommates are a female and her 6 month old**",5243714568,Montgomery & New York,750,"Everything Included - Fully Furnished Room, Utilities, & WIFI",,https://newyork.craigslist.org/brk/roo/5243714568.html
No Address,room open ASAP in beautiful private house in Bensonhurst  House comes with a packed kitchen and 2 bathrooms.We have hardwood floors no carpet. Beautiful safe and clean area by the ocean with parks and stores all over   こんにちは  N train line to Kings Highway 2 min walk away    $700 huge room with Bay windows overlooking the street  You can share this room with your old roomie or friend    We are a few Students/Interns looking for a new roomie to come join us. Your roomates are:   Shizuka- Asian female in early 20's here on an internship  Rick- American actor in his 20's and works fulltime in the city  Sammy- Indian premed student   We are looking for a long term situation with another FEMALE only please.  We do not party and keep the place very quite and clean at all times   Please non smokers and no pets   Please text ASAP show contact info and open by telling me a little about yourself.Thanks have a nice day,5253672653,Bensonhurst,700,こんにちは Students / Interns Ok. room open NOW,,https://newyork.craigslist.org/brk/roo/5253672653.html
No Address,Large room for rent wood flooring bright and clean. Owner looking for a working trust wordy person with pay stubs at 2009 Bergen st brooklyn ny 11233 between thomasboyland and saratoga st for $375 biweekly or $750 monthly. If interested u can contact me Christina at  show contact info,5261621713,2009 bergen st,750,large room for rent,,https://newyork.craigslist.org/brk/roo/5261621713.html
No Address,"November 1st move in  Rooms available in a BIG 4br/1bath remodeled duplex. Different prices based on the room size and amenities.   HUGE finished basement for $800. Upstairs are three beautiful rooms - all real sizes! - for $775, $750, and $725 each.   Looking for working professionals or students with guarantors in their 20s or 30s/Male or female/LGBTQ friendly/all races/ all nationalities - just cool, no drama people, please!  9 min walk to Halsey J 6 min walk to Wilson Ave L  Apartment details: 3 sunny bedrooms upstairs 1 massive finished basement HUGE, beautiful private backyard 1 full bathroom   Must have good credit and income to qualify OR an amazing guarantor/co-signer One year lease (subletting is okay if you need to leave early) NOOOO broker fee  Let me know if you want to check out the place. Say ""Schaefer!"" so I know you've been paying attention :)  Cheeeeeeers",5266564514,Bushwick - Wilson L/Halsey J,725,Queen-sized rm avail in remodeled 4br apt_BIG backyard for chillin :),,https://newyork.craigslist.org/brk/roo/5266564514.html
No Address,"Brand new luxury apartment  the photos really say it all!  private entrance  2 baths.  Rooms range from 800 to 1,000!  come and snatch one today because it wont be around tomorrow!  Located one Block to the J,M,Z trains!  Apartments includes: High Ceilings Hardwood floors Bike storage! Outdoor Space Stainless Steel Appliances Built in microwave Granite counter tops  Call or text me at show contact info Today! My name is Judy   We are looking for roommates with good credit or have a guarantor",5257447990,bedstuy bushwick,800,Spacious Luxury Rooms,,https://newyork.craigslist.org/brk/roo/5257447990.html
No Address,"Rooms available for rent around Bed-Stuy, Clinton Hill & Bushwick Areas. I work for a few different landlords & have rooms available in several 2, 3,4, 5 & 6 bedroom apartments. Nice up and coming areas in Brooklyn. I can match you up with the perfect roommate! Prices range from 700 - 1200 per room, depending on size and amenities!  You don't have to pay a fee for the service because I get paid from the landlord directly You must have decent credit and income, guarantors/co-signers are ok!  You MUST be willing to sign at least a one year lease! No short term tenants please! With me you will get to meet your potential roommates before you sign any lease, and they will be subject to the same screening process. I have been doing this for sometime now and I can proudly say 95% of the time I put together the perfect roommates. The landlords I work for are very easy going and they understand that putting together roommates are different from a group of people that know each other from before, so there for works very closely with me to maintain a good relationship with tenants and provides everything that they need in order to have an easy time with getting to know each other and be happy. We have rooms available for ASAP move ins and room for people that want to move in later on.  For more information please call or text me: Judy Hope to hear from you soon and END THE SEARCH for the perfect apartment! Call me today so you have a room tomorrow! my number is show contact info Judy  We work with Bushwick bedstuy Clinton hill and crown heights rooms. We have some availability in williamsburg and east williamsburg as well. But mostly Bushwick bedstuy Clinton hill and crown heights rooms :) Best rooms in Brooklyn Guaranteed",5258609561,bedstuy Crown heights williamsburg bushwick clinton hill,795,brooklyn rooms for rent ★ NO FEE ★ Bushwick bestuy clinton hill a,,https://newyork.craigslist.org/brk/roo/5258609561.html
bedstuy at bushwick,"Awesome rooms in bushwick!  Easy going roommates  Awesome apartment   room with high ceilings flooded with sunlight. Large vast common area!  We have the best deals on the market!  we are looking for new people who are easy-going, mature, responsible, and friendly  Any further questions please contact show contact info   We have rooms for rent in apartments located in the following: Bushwick  Bedstuy  Clinton hill Crown heights Williamsburg  We will hook you up with the best roommates and give you the best service guaranteed!   Being from Brooklyn my self i know how tough it is for someone that's not from here to find the perfect apartment with perfect roommies with no hassle ;) I promise you will like our service and you will end up recommending us to friends. and the best part is? we wont charge you a dime!   Dont hesitate! call today! dont get fooled by other adds and end up going through what other people went through.  Looking forward to hearing from you!",5256655768,bushwick,800,need a room in Bushwick!? or a room in Brooklyn close to Manhattan?,,https://newyork.craigslist.org/brk/roo/5256655768.html
Woodbine st at Broadway ave,"Brooklyn best deal! hip bushwick room available  This apartment has Awesome sunlight!  Rooms available in a 4 bedroom 2 full bath apt just off the Gates J stop. Bedrooms are a good size as you can see from the pics, QUEEN size beds fit. Great are to be in, lots of development going on in the area, I feel like there's a new bar/restaurant/building popping up every week, the time to get into the neighborhood is now while the prices are still good.  Requirements: 1 Year Lease - Proof of Income - Credit Check -  Call show contact info Alexis  Looking fwd",5258916566,Bushwick williamsburg border,775,Brooklyn best deal! hip bushwick room available,,https://newyork.craigslist.org/brk/roo/5258916566.html
No Address,"Hi! I have rooms available for rent around Williamsburg, bedstuy, clinton hill, bushwick.  I work for the landlord directly, and I have rooms available in several 2 and 3 bedrooms around good safe areas in brooklyn. I can match you up with the perfect roommate!  Prices range from 750 - 1200 per room, depending on size and amenities!  You don't have to pay a fee for the service because i get paid from the landlord directly You must have decent credit and income and guarantors/co-signers are ok!  You MUST be willing to sign a year lease! No short term tenants please  Why move in to some random Craigslist weirdo's apartment?  With me, you will get to meet your potential roommates before you sign the lease, and they will be subject to the same screening process. I have bin doing this for sometime now and i can proudly say 95% of the time i put together the perfect roommates.  For more information please call or text me at show contact info my name is Alexis, Hope to hear from you soon and END THE SEARCH for the perfect apartment!  We have rooms available for rent around Williamsburg, bedstuy, clinton hill, bushwick. all no fee",5263005819,bedstuy,750,� Need a Room? � Lots of Guaranteed NO FEE rooms available!,,https://newyork.craigslist.org/brk/roo/5263005819.html
No Address,"I am looking for another girl roommate. I'm a girl in my 20's who has this great apartment on the top Floor of a building ( amazing view) there is 1 large Bedroom & 1 large Living Room + Bathroom + Kitchen. We could split the apt.- you take a bedroom or livingroom & me the same.   It is close by to the ""f"" Train By Ocean Parkway & Avenue N in Brooklyn. I work long days so I am hardly there. The landlord could show you the apt. & would want to see who my roommate would be . You could email info about yourself & contact # or call landlord to see the apt.-- show contact info -- Tell him its for the roommate with the girl..  It is a quiet building, Amazing view from the apt. Looking for a quiet ( no wild parties etc.. type of girl, who is fun & outgoing around my age etc..)  Thanks",5233730091,Midwood,650,Apt. Share GIRL ROOMMATE - $650/Month,,https://newyork.craigslist.org/brk/roo/5233730091.html
No Address,"Hi, My Roommate of 3 years just left. I am a guy that Uses this apt. 1 to 2 days a week. My roommate just took care of the apt. Just roommates nothing else. Looking for another girl roommate to take care of the apt etc.. I have the Bedroom & she used the living room( 20 X 15), it seperated & you have your own privacy when I am there. Total rent is $1500, your share is only $500/ flexible. Wi Fi Included . Only rules, no guys or parties there, it's a quiet great Building next to all buses & trains, Groceries, down the block from a Park. etc.. Call me to set up appt. to view. Usually I could show it after work or during the day also. I'm flexible with the terms etc.. Ask for Tony  show contact info",5247420690,Midwood,500,Looking for girl Roommate- $500/ Month,,https://newyork.craigslist.org/brk/roo/5247420690.html
No Address,"If you're looking to get a room of your own look no further.  I have 2 spots available, just 2 blocks from the subway and only 25 minutes from Manhattan, in an luxury building that is BRAND new.  It is nestled on cute section of Bushwick ave. walk from the very convenient L TRAIN (3 min walk) and J train (2 min walk). You also have easy access to the M TRAIN which stops in the Union Square and continues into midtown  This Brand New Apartment Building was gut renovated last year, and is laid out with the following features....  +Stainless steel kitchen +24/7 Gym +2 BATHROOMS +easy access to roof space + A real common area (game room W/T.V) + young professional building   The rooms are great for a full size bed and another small piece of furniture + closet.  We are looking for a friendly roommate who generally keeps pretty busy. We accept young professionals, responsible students, and creatives. You should be laid back, neat, and respectful of space. The MGMT requires PROOF of income & GOOD CREDIT to move but they also accept GUARANTORS.  All people for October 15th & November 1st are welcome!  Send us a message to set up a viewing  NO FEE - 1 yr lease    R E A L P H O T O S (718)/7/1/7-91.8.9",5256846919,Bushwick,775,"Large room 11/1, You get it all + POOL table & 24/7 GYM/BACKYARD",,https://newyork.craigslist.org/brk/roo/5256846919.html
